,<built-in function id>,average,avg_diff,dist_min_max,id,length,max,mean,min,q1,q2,q3,sorted_percentage,std_deviation,target,variance
4601,1,16153621.69,-174217.4855,4293477468,6552,10000,2146221717,16153621.69,-2147255751,-1067050657,5632006,1114012960,50.2,1252243418,2,1.57E+18
4602,2,-2108244.331,-327816.0944,4293846237,6556,10000,2147115618,-2108244.331,-2146730619,-1082396625,7212285.5,1064920199,50.05,1242169072,1,1.54E+18
4603,3,-5948230.199,-123816.706,4293536978,6559,10000,2146122109,-5948230.199,-2147414869,-1089870865,-13329659.5,1077637665,49.65,1243591982,2,1.55E+18
4604,4,-9661527.624,-226963.6274,4294316632,6560,10000,2146985345,-9661527.624,-2147331287,-1098315085,671062,1073139203,50.35,1239686883,1,1.54E+18
4605,5,11835606.81,-4826.610561,4293666839,6563,10000,2147042957,11835606.81,-2146623882,-1073158391,29040997,1087430759,50.02,1239834636,1,1.54E+18
4606,6,24752010.95,-395665.5268,4294577692,6565,10000,2147418854,24752010.95,-2147158838,-1061300229,41874282,1111155418,50.05,1246755933,1,1.55E+18
4607,7,-11330482.16,-47959.83308,4294390170,6567,10000,2146963340,-11330482.16,-2147426830,-1098953424,-21591762,1070925666,49.35,1245830637,2,1.55E+18
4608,8,-3668796.711,-173257.7337,4294446520,6569,10000,2147338008,-3668796.711,-2147108512,-1063942440,-8965179.5,1067813725,49.63,1231294141,1,1.52E+18
4609,9,12200432.94,144867.0527,4293143063,6570,10000,2147080361,12200432.94,-2146062702,-1066978219,27158933.5,1100868068,49.74,1243814535,2,1.55E+18
4610,0,-1943357.327,57330.92939,4293526927,6571,10000,2146229160,-1943357.327,-2147297767,-1061736096,-16720905,1078865529,50.12,1233228202,1,1.52E+18
4611,1,-5698065.814,-50254.05451,4294232564,6572,10000,2147125637,-5698065.814,-2147106927,-1067031624,-17752213.5,1066787933,50.33,1238920187,2,1.53E+18
4612,2,-4621589.484,35185.43874,4294596837,6573,10000,2147255971,-4621589.484,-2147340866,-1084406373,-24647793,1074249837,50.04,1239584848,1,1.54E+18
4613,3,3591098.841,246437.5318,4293979062,6574,10000,2146952746,3591098.841,-2147026316,-1044010294,-11660207.5,1074802593,50.12,1231099346,2,1.52E+18
4614,4,11899954,-67334.87239,4294631384,6575,10000,2147405850,11899954,-2147225534,-1070030624,30432782.5,1074313921,49.96,1239322010,1,1.54E+18
4615,5,-9167552.343,259093.1549,4292600988,6576,10000,2146071145,-9167552.343,-2146529843,-1089176956,-366167.5,1060583443,49.52,1242505336,2,1.54E+18
4616,6,3690620.831,-376732.1306,4292916954,6577,10000,2146089296,3690620.831,-2146827658,-1056763634,-18400809.5,1067258374,49.58,1233769590,1,1.52E+18
4617,7,10216625.46,-700.0547055,4290295604,6578,10000,2146573564,10216625.46,-2143722040,-1063724016,10636928.5,1088177946,50.15,1241709879,1,1.54E+18
4618,8,17423375.39,-151613.3185,4294099043,6580,10000,2147111587,17423375.39,-2146987456,-1065305628,17120619.5,1108224052,49.53,1239517197,1,1.54E+18
4619,9,8851633.763,-374134.5738,4294741297,6581,10000,2147335738,8851633.763,-2147405559,-1051285508,16115427.5,1074356825,50.04,1239763699,1,1.54E+18
4620,0,2254414.9,-122340.7639,4294289963,6582,10000,2147413784,2254414.9,-2146876179,-1075601680,15821558.5,1070124392,50.14,1238716015,1,1.53E+18
4621,1,4411126.637,-13867.9826,4294745591,6584,10000,2147479373,4411126.637,-2147266218,-1062941720,-12118708,1105093288,50.15,1244402384,1,1.55E+18
4622,2,8453368.641,171899.4459,4293291258,6585,10000,2146961710,8453368.641,-2146329548,-1067503087,12357676.5,1077647045,49.64,1239849487,2,1.54E+18
4623,3,16562467.66,35027.91279,4294666729,6586,10000,2147446119,16562467.66,-2147220610,-1049172919,36210259.5,1089939553,49.81,1243397248,1,1.55E+18
4624,4,3967552.679,313890.0513,4292668135,6589,10000,2146506752,3967552.679,-2146161383,-1065547731,-3144692.5,1081603415,50.19,1233495789,1,1.52E+18
4625,5,-11894196.34,286759.8755,4294211932,6590,10000,2147251469,-11894196.34,-2146960463,-1091817406,-19452231.5,1056449996,49.57,1242016615,2,1.54E+18
4626,6,-5725434.97,-278355.1777,4293659551,6591,10000,2147469550,-5725434.97,-2146190001,-1092216699,-2998307.5,1063585952,50.05,1243479554,2,1.55E+18
4627,7,10799407.35,266406.2459,4294338906,6592,10000,2147290059,10799407.35,-2147048847,-1060955909,31524872.5,1080047193,49.67,1236457185,2,1.53E+18
4628,8,7759700.004,134571.2585,4294799789,6593,10000,2147363608,7759700.004,-2147436181,-1045693180,5996149.5,1079944647,50.26,1238938953,2,1.53E+18
4629,9,-13634644.68,-169097.89,4293510332,6595,10000,2147363766,-13634644.68,-2146146566,-1080501015,-19090149.5,1055298427,49.97,1231534126,1,1.52E+18
4630,0,-15906078.8,217512.9944,4293585015,6597,10000,2146942568,-15906078.8,-2146642447,-1104474333,-29520626,1068291530,50.04,1253128205,2,1.57E+18
4631,1,2701456.566,-251695.2768,4293482997,6599,10000,2146843954,2701456.566,-2146639043,-1057576078,14252376.5,1061500452,50.63,1232969305,1,1.52E+18
4632,2,13633637.59,-91511.9513,4294740620,6600,10000,2147421305,13633637.59,-2147319315,-1050172694,7489331,1086185760,50.12,1238027636,2,1.53E+18
4633,3,12418126.33,8893.022502,4294108568,6601,10000,2146709031,12418126.33,-2147399537,-1063481672,17205826.5,1093237446,49.44,1236044332,2,1.53E+18
4634,4,13021510.1,281553.5477,4293287818,6602,10000,2146504277,13021510.1,-2146783541,-1081162995,34289114.5,1084126582,49.93,1244838410,2,1.55E+18
4635,5,-2396007.74,-43754.9654,4294047445,6604,10000,2147070103,-2396007.74,-2146977342,-1081242164,8292028.5,1063174478,50.06,1240510085,1,1.54E+18
4636,6,-30591313.02,-195681.3641,4294186377,6605,10000,2147309770,-30591313.02,-2146876607,-1116656920,-59542231.5,1060516237,50.51,1243325917,1,1.55E+18
4637,7,7027594.973,73246.59796,4294814545,6606,10000,2147403929,7027594.973,-2147410616,-1070156823,10175422,1058098708,50.12,1235229808,1,1.53E+18
4638,8,-4866112.438,-55086.93329,4294764867,6607,10000,2147404094,-4866112.438,-2147360773,-1110701015,2217228.5,1081010181,49.72,1249261025,1,1.56E+18
4639,9,16136709.9,-360771.4469,4294316543,6608,10000,2147140223,16136709.9,-2147176320,-1060812884,36395222.5,1092072394,50.16,1235553760,1,1.53E+18
4640,0,-16707010.92,111417.3855,4294157786,6610,10000,2147310150,-16707010.92,-2146847636,-1097279043,-7942859,1056950437,50.29,1240826759,1,1.54E+18
4641,1,-16203829.39,-42057.09771,4293233820,6612,10000,2145989593,-16203829.39,-2147244227,-1099595252,-21047664.5,1037991659,50.25,1236259845,1,1.53E+18
4642,2,-20577333.59,182482.331,4293179857,6617,10000,2145973716,-20577333.59,-2147206141,-1108924266,-22292379,1067453242,49.57,1247084061,2,1.56E+18
4643,3,-3870707.679,-123252.1869,4294551684,6619,10000,2147191033,-3870707.679,-2147360651,-1085050355,-3714442,1080854251,49.51,1243202551,1,1.55E+18
4644,4,-4588072.245,121728.4369,4294107194,6621,10000,2146794343,-4588072.245,-2147312851,-1075697875,-11270120.5,1080182929,50.29,1240223847,1,1.54E+18
4645,5,-8051097.87,-119774.5741,4294311869,6623,10000,2147107954,-8051097.87,-2147203915,-1077895798,-6990230,1069446875,49.79,1244143722,1,1.55E+18
4646,6,10153224.27,-6374.472747,4294465497,6624,10000,2147282415,10153224.27,-2147183082,-1058316973,28966498,1067014066,50.1,1236337581,1,1.53E+18
4647,7,-19902565.61,46646.40694,4294318628,6625,10000,2147469319,-19902565.61,-2146849309,-1109246024,-16307600.5,1058182475,49.5,1241172925,2,1.54E+18
4648,8,7883408.589,153370.3278,4293762178,6626,10000,2146377335,7883408.589,-2147384843,-1078090287,10173253,1088653713,50.2,1242455888,1,1.54E+18
4649,9,-5824687.99,-81891.29683,4294641149,6627,10000,2147299376,-5824687.99,-2147341773,-1087135725,-2621122.5,1050856312,50.06,1237913381,1,1.53E+18
4650,0,-581714.184,57177.29863,4294371048,6628,10000,2147222119,-581714.184,-2147148929,-1067717052,-34040357.5,1086032275,49.33,1244442486,1,1.55E+18
4651,1,-14532.9328,24127.29253,4294699371,6629,10000,2147463958,-14532.9328,-2147235413,-1072540671,-4836711,1080056622,49.7,1239651644,1,1.54E+18
4652,2,28931885.48,219811.9487,4293681254,6630,10000,2146901301,28931885.48,-2146779953,-1048211288,57436786,1098275871,50.01,1238302901,2,1.53E+18
4653,3,16124601.94,-284334.7124,4294210348,6631,10000,2147053946,16124601.94,-2147156402,-1059195196,28999550,1098462484,49.85,1240205513,1,1.54E+18
4654,4,-8573109.876,-83815.9619,4294539876,6632,10000,2147210175,-8573109.876,-2147329701,-1112724659,-10403799,1086762559,49.94,1250111907,1,1.56E+18
4655,5,6502070.773,339285.3003,4293420544,6634,10000,2147349997,6502070.773,-2146070547,-1066103542,6500453.5,1092159669,50.31,1242872808,2,1.54E+18
4656,6,-4583415.359,-102915.7212,4294152039,6635,10000,2146724393,-4583415.359,-2147427646,-1088925305,-12820909.5,1055457197,50.15,1236882206,1,1.53E+18
4657,7,6726455.689,364560.321,4294445357,6637,10000,2147369088,6726455.689,-2147076269,-1064983693,-5717946.5,1105002609,49.95,1246424984,1,1.55E+18
4658,8,-14233755.16,-148156.6275,4291777685,6639,10000,2145329900,-14233755.16,-2146447785,-1091640036,-35095628,1059748973,50.38,1243488614,1,1.55E+18
4659,9,-2115740.736,-215834.0927,4294814927,6640,10000,2147408328,-2115740.736,-2147406599,-1091659629,3799067,1088712882,49.81,1245451526,2,1.55E+18
4660,0,-13586274.74,-146817.4286,4294448821,6641,10000,2147164021,-13586274.74,-2147284800,-1094897379,-13113840,1063817859,49.95,1241837638,1,1.54E+18
4661,1,793339.2682,-28932.71157,4294068844,6642,10000,2146927232,793339.2682,-2147141612,-1074956413,-1150126.5,1077388872,50.05,1239990568,1,1.54E+18
4662,2,-2213042.653,315594.8111,4294824703,6643,10000,2147403332,-2213042.653,-2147421371,-1073969434,5876241,1049940379,49.97,1235598567,1,1.53E+18
4663,3,-16787605.51,-299438.5752,4293925101,6645,10000,2147029496,-16787605.51,-2146895605,-1106530838,-38049767.5,1070495675,49.86,1243859409,1,1.55E+18
4664,4,11378916.77,31424.20022,4294401090,6646,10000,2146996595,11378916.77,-2147404495,-1078877952,18284849.5,1109397356,50.35,1248005385,2,1.56E+18
4665,5,-12161812.54,-92865.9724,4294492360,6649,10000,2147156698,-12161812.54,-2147335662,-1087698076,-11241007,1068189090,50.05,1244736395,1,1.55E+18
4666,6,-17523105.23,-237883.5169,4294139358,6650,10000,2147183414,-17523105.23,-2146955944,-1089405165,-37706647.5,1070285816,50.16,1242750455,1,1.54E+18
4667,7,31296619.74,258956.9853,4293879315,6651,10000,2146975318,31296619.74,-2146903997,-1035971849,57339216,1095527437,50.59,1232977801,2,1.52E+18
4668,8,-13159221.07,144873.3706,4294399211,6652,10000,2147173429,-13159221.07,-2147225782,-1068402530,-11049986,1047491706,49.48,1235598772,2,1.53E+18
4669,9,16935386.27,-117375.2525,4294510096,6653,10000,2147423439,16935386.27,-2147086657,-1058419219,8342149.5,1099529570,50.73,1241144270,1,1.54E+18
4670,0,-1534105.833,303380.3853,4293732350,6654,10000,2146575722,-1534105.833,-2147156628,-1065530173,-15414181.5,1075438802,49.69,1239596509,1,1.54E+18
4671,1,10493328.91,29432.57546,4294332684,6655,10000,2147168457,10493328.91,-2147164227,-1074667474,11385027,1104769782,50.22,1248606603,2,1.56E+18
4672,2,-5583179.445,-283511.893,4292717881,6658,10000,2146711433,-5583179.445,-2146006448,-1068947344,-17378538,1067368124,50.05,1235666329,1,1.53E+18
4673,3,-14784697.44,30303.0325,4294633718,6659,10000,2147251499,-14784697.44,-2147382219,-1091886178,-27712780,1070939862,49.86,1243410065,2,1.55E+18
4674,4,3801191.563,-23583.20222,4293589469,6661,10000,2147348093,3801191.563,-2146241376,-1050504002,10452686.5,1075804701,49.55,1232353771,2,1.52E+18
4675,5,-3985405.982,-345786.1456,4294942433,6664,10000,2147468253,-3985405.982,-2147474180,-1064118389,-17960329.5,1078587837,50.05,1236361410,1,1.53E+18
4676,6,23898383.76,28565.77728,4294736257,6665,10000,2147328995,23898383.76,-2147407262,-1009773886,14830487,1081135050,49.54,1232574652,1,1.52E+18
4677,7,-10955961.54,96933.94409,4294579155,6666,10000,2147100081,-10955961.54,-2147479074,-1091402805,-18047584,1063514269,49.54,1243780077,2,1.55E+18
4678,8,4402186.556,22542.38224,4294651286,6667,10000,2147325286,4402186.556,-2147326000,-1053565718,-12737951.5,1082170326,50.4,1236098928,1,1.53E+18
4679,9,-17543387.66,265439.6265,4294755379,6668,10000,2147285898,-17543387.66,-2147469481,-1088993719,-6427373,1053127916,49.7,1238031553,1,1.53E+18
4680,0,-15143600.31,4916.527453,4294674954,6669,10000,2147436495,-15143600.31,-2147238459,-1083230112,-13492653.5,1056205565,50.14,1236673382,2,1.53E+18
4681,1,-22991149.08,151148.775,4294467177,6670,10000,2147146841,-22991149.08,-2147320336,-1084257156,-39574653.5,1061719162,49.97,1238864273,2,1.53E+18
4682,2,3553966.695,-308444.1299,4294419272,6674,10000,2147028452,3553966.695,-2147390820,-1071936808,18375464,1066810652,49.85,1238129540,1,1.53E+18
4683,3,-12660447.69,-14890.28723,4294453533,6676,10000,2147353176,-12660447.69,-2147100357,-1096920335,-19806121.5,1056390016,49.7,1242260172,1,1.54E+18
4684,4,-3073685.216,258008.489,4294236676,6678,10000,2146831531,-3073685.216,-2147405145,-1095713290,-2665656,1071345674,49.92,1244126449,1,1.55E+18
4685,5,-30189158.43,-84639.57346,4294882777,6679,10000,2147446676,-30189158.43,-2147436101,-1089667529,-66987013.5,1044313095,49.5,1235909057,1,1.53E+18
4686,6,14516200.59,-338294.2893,4294849233,6680,10000,2147388811,14516200.59,-2147460422,-1063082544,20235923.5,1105871935,49.56,1246934216,1,1.55E+18
4687,7,1684959.179,16451.09271,4294419005,6681,10000,2147452023,1684959.179,-2146966982,-1071666002,4013509,1061855936,50.15,1237964741,2,1.53E+18
4688,8,185270.1563,-115625.7621,4294777774,6682,10000,2147404390,185270.1563,-2147373384,-1062718209,22694190.5,1063777910,50.2,1228155459,2,1.51E+18
4689,9,11266882.38,-5293.614761,4294688006,6684,10000,2147318894,11266882.38,-2147369112,-1065099263,20957816,1095070225,49.56,1237261554,1,1.53E+18
4690,0,18773759.14,-154486.6382,4294761769,6685,10000,2147432691,18773759.14,-2147329078,-1057227813,30379808.5,1098181289,49.76,1250000144,2,1.56E+18
4691,1,-12793398.69,-136446.9877,4293586523,6686,10000,2146549121,-12793398.69,-2147037402,-1087173052,-24237948.5,1074678176,49.82,1239919000,1,1.54E+18
4692,2,12509014.11,-215474.1814,4294539809,6687,10000,2147228090,12509014.11,-2147311719,-1059767877,15099302,1094460744,50.42,1240798706,1,1.54E+18
4693,3,-2772215.357,88428.21782,4291460069,6690,10000,2144782054,-2772215.357,-2146678015,-1089651861,11009676,1065889625,49.58,1237904765,2,1.53E+18
4694,4,-13357162.34,82084.9937,4294891381,6693,10000,2147455778,-13357162.34,-2147435603,-1090427000,-16305374,1048925837,49.86,1236955095,1,1.53E+18
4695,5,-7995278.778,-123546.0935,4294683729,6694,10000,2147297161,-7995278.778,-2147386568,-1077950191,-22832403,1056637811,50.36,1239485153,1,1.54E+18
4696,6,-20223889.2,-312565.0422,4294457437,6696,10000,2147332343,-20223889.2,-2147125094,-1087459461,-45468671,1036141909,49.73,1231737907,1,1.52E+18
4697,7,-1461750.602,101811.734,4294373831,6697,10000,2147449601,-1461750.602,-2146924230,-1078746312,-7439156.5,1066424437,49.91,1237482065,1,1.53E+18
4698,8,8784800.461,52464.24932,4294416208,6700,10000,2147001547,8784800.461,-2147414661,-1065637325,17379076.5,1096892188,49.78,1245448595,1,1.55E+18
4699,9,-8949362.603,-31221.64756,4294411682,6701,10000,2147201041,-8949362.603,-2147210641,-1082616787,-16847594.5,1068755350,49.59,1238210036,2,1.53E+18
4700,0,-11145872.75,69936.9814,4294241958,6702,10000,2147108459,-11145872.75,-2147133499,-1061280874,-21671771,1046571394,50.2,1231969708,1,1.52E+18
4701,1,-4490967.811,-1304.131313,4293893639,6703,10000,2147020762,-4490967.811,-2146872877,-1066802909,-20862140,1067748320,50.12,1234600710,2,1.52E+18
4702,2,4082005.839,-140080.0953,4294590264,6704,10000,2147417140,4082005.839,-2147173124,-1082900507,18094835,1072338929,49.92,1240395097,1,1.54E+18
4703,3,25953970.74,142061.4322,4294679364,6705,10000,2147459843,25953970.74,-2147219521,-1050994919,37630867,1111569473,50.06,1243202474,2,1.55E+18
4704,4,-1015408.419,-85348.16672,4292211079,6706,10000,2145901012,-1015408.419,-2146310067,-1081939915,-16081333,1070348503,49.34,1240417563,1,1.54E+18
4705,5,2562026.562,-232968.6724,4292571617,6707,10000,2145254510,2562026.562,-2147317107,-1061334172,-3169199.5,1081455518,49.73,1239210224,2,1.54E+18
4706,6,-36937078.5,-405731.9852,4294044629,6709,10000,2147185875,-36937078.5,-2146858754,-1106209408,-88809249,1043514205,50.53,1240846936,1,1.54E+18
4707,7,-23458505.83,-38146.12721,4294452491,6712,10000,2147222278,-23458505.83,-2147230213,-1099170172,-33303154.5,1030794286,49.83,1236537250,2,1.53E+18
4708,8,9025447.282,52894.0205,4293501564,6713,10000,2146610361,9025447.282,-2146891203,-1076058979,11279940,1087620472,50,1241286458,2,1.54E+18
4709,9,7669948.903,314096.4327,4294682772,6714,10000,2147373124,7669948.903,-2147309648,-1058779920,497971,1084760344,49.94,1236369725,2,1.53E+18
4710,0,-10326144.58,-45578.49295,4293774952,6715,10000,2146478339,-10326144.58,-2147296613,-1082538938,-2072156.5,1061588391,50.11,1242558257,1,1.54E+18
4711,1,1831716.259,-140442.8929,4293669782,6716,10000,2147370579,1831716.259,-2146299203,-1064567864,-6254651.5,1060767894,50.08,1234580860,2,1.52E+18
4712,2,-16749724.29,216549.0745,4294773684,6718,10000,2147366798,-16749724.29,-2147406886,-1098784034,-54614973,1060946036,49.87,1245228014,2,1.55E+18
4713,3,-9177718.811,143811.7923,4294864005,6719,10000,2147466390,-9177718.811,-2147397615,-1078540010,-28438799,1065701392,49.67,1236827654,1,1.53E+18
4714,4,13972085.1,233580.194,4294781187,6720,10000,2147429638,13972085.1,-2147351549,-1057676188,25686216.5,1077899961,49.99,1238694385,1,1.53E+18
4715,5,18517025.42,64222.9575,4294436493,6721,10000,2147391969,18517025.42,-2147044524,-1047704540,31838636,1076889670,49.69,1236367583,1,1.53E+18
4716,6,-8480122.653,-252918.5663,4294516241,6722,10000,2147147433,-8480122.653,-2147368808,-1075236295,-3697620.5,1058163615,50.03,1233392779,1,1.52E+18
4717,7,9960573.206,35970.64086,4294310017,6723,10000,2147482181,9960573.206,-2146827836,-1043765583,-1596496.5,1069960741,49.96,1231577248,2,1.52E+18
4718,8,-9499564.746,24580.90639,4294730915,6724,10000,2147452328,-9499564.746,-2147278587,-1088511378,-23875185.5,1062863597,49.97,1240103285,2,1.54E+18
4719,9,-10959986.5,46807.9692,4294490934,6725,10000,2147352644,-10959986.5,-2147138290,-1081219904,-19426742.5,1067614811,49.42,1237390665,1,1.53E+18
4720,0,7560529.11,-105820.2344,4294879459,6729,10000,2147426625,7560529.11,-2147452834,-1064889777,19495907.5,1088935092,49.34,1239755658,2,1.54E+18
4721,1,-8931047.701,95931.90459,4293039446,6730,10000,2147081444,-8931047.701,-2145958002,-1097252527,-20930884,1079556055,49.8,1248846032,1,1.56E+18
4722,2,-2476007.562,200363.5088,4293712321,6731,10000,2146238478,-2476007.562,-2147473843,-1077758169,-4308220.5,1074815227,49.67,1243280664,2,1.55E+18
4723,3,-1763223.972,-383454.0495,4293714880,6732,10000,2146451567,-1763223.972,-2147263313,-1078557227,-711725,1062873753,49.54,1238281705,2,1.53E+18
4724,4,-5764597.413,-24591.28773,4294125094,6733,10000,2147218624,-5764597.413,-2146906470,-1074489920,-3016283.5,1052587468,50.27,1232660236,2,1.52E+18
4725,5,13775607.33,228576.7929,4293333674,6734,10000,2145896687,13775607.33,-2147436987,-1047143316,26099776.5,1070902937,49.84,1230555856,2,1.51E+18
4726,6,10283336.81,248879.8222,4294185399,6736,10000,2147380954,10283336.81,-2146804445,-1045955011,25114199.5,1071457927,49.43,1231094881,2,1.52E+18
4727,7,7356691.839,-248516.8832,4292475356,6737,10000,2145507000,7356691.839,-2146968356,-1060700563,21394336.5,1071675772,50.27,1234309160,1,1.52E+18
4728,8,-14341327.7,-96973.35524,4292590914,6739,10000,2145377565,-14341327.7,-2147213349,-1085530182,-6516937.5,1060957923,50.3,1236295489,1,1.53E+18
4729,9,17819282.67,49392.69837,4294442214,6740,10000,2147422118,17819282.67,-2147020096,-1070055185,20644199.5,1092229951,50.14,1240046747,1,1.54E+18
4730,0,9416554.915,-38281.42434,4294204672,6741,10000,2146823873,9416554.915,-2147380799,-1040664141,8373508.5,1046998047,50.14,1224498620,1,1.50E+18
4731,1,-8364394.68,-331025.1236,4294876655,6742,10000,2147446032,-8364394.68,-2147430623,-1110182031,4432422,1070464699,50.42,1246366235,1,1.55E+18
4732,2,5107989.328,111490.1868,4294725941,6743,10000,2147264716,5107989.328,-2147461225,-1092106315,37209049.5,1073396826,49.84,1242361538,1,1.54E+18
4733,3,5323453.496,-225519.4285,4294474446,6745,10000,2147265548,5323453.496,-2147208898,-1068593508,25741956.5,1089658486,50.05,1238031527,1,1.53E+18
4734,4,-626055.5651,29591.68107,4292963766,6747,10000,2145579985,-626055.5651,-2147383781,-1088982060,-13898627.5,1088954736,50.19,1250094289,2,1.56E+18
4735,5,6264073.981,270950.7647,4294450219,6749,10000,2147287410,6264073.981,-2147162809,-1076387570,5334541,1072711423,50.36,1236247434,2,1.53E+18
4736,6,16697769.65,273205.9461,4294523379,6750,10000,2147368514,16697769.65,-2147154865,-1038901322,25723717.5,1075185728,49.94,1235829048,2,1.53E+18
4737,7,17707168.04,278350.7844,4294731321,6752,10000,2147342718,17707168.04,-2147388603,-1045263622,26266083,1087374993,49.44,1243232333,1,1.55E+18
4738,8,-14306962.13,-91755.28233,4293916455,6755,10000,2146492922,-14306962.13,-2147423533,-1069081787,-29126458,1049680138,50.21,1232998696,1,1.52E+18
4739,9,-6744767.824,137479.2774,4294353898,6756,10000,2147062768,-6744767.824,-2147291130,-1085053994,-18707897,1060064635,49.61,1243334759,1,1.55E+18
4740,0,15110213.39,-104677.7413,4293643422,6758,10000,2146379072,15110213.39,-2147264350,-1048108925,14388946.5,1082394539,49.77,1232868387,1,1.52E+18
4741,1,-14598626.97,83027.69477,4293072624,6759,10000,2146141845,-14598626.97,-2146930779,-1095395554,-16166218.5,1056130630,50.2,1241074245,1,1.54E+18
4742,2,-4658147.1,390602.8971,4293849087,6760,10000,2146983768,-4658147.1,-2146865319,-1053423301,-36304383.5,1047758292,49.5,1231427663,2,1.52E+18
4743,3,-6467589.329,-336006.9026,4293994016,6761,10000,2146607604,-6467589.329,-2147386412,-1082361208,-5990268,1080089159,50.21,1247268884,1,1.56E+18
4744,4,1632303.612,97664.35504,4293898449,6763,10000,2146789444,1632303.612,-2147109005,-1069620157,-9764620.5,1084472692,49.7,1240275081,2,1.54E+18
4745,5,6140717.768,-102648.8767,4294062911,6764,10000,2146648647,6140717.768,-2147414264,-1053091570,12048106.5,1077053987,50.35,1235514641,2,1.53E+18
4746,6,7073885.227,258317.8792,4294750533,6765,10000,2147303378,7073885.227,-2147447155,-1075366469,8559748.5,1108036446,50.03,1243796943,1,1.55E+18
4747,7,2451422.463,-160535.5578,4294437611,6766,10000,2146969077,2451422.463,-2147468534,-1053257437,9561156,1052414771,49.8,1228600282,1,1.51E+18
4748,8,21476214.7,-45687.77198,4294191772,6768,10000,2147129840,21476214.7,-2147061932,-1055826863,48432092,1075388554,50.03,1239405046,1,1.54E+18
4749,9,9453480.962,261783.4395,4294597713,6769,10000,2147480470,9453480.962,-2147117243,-1057789325,15228935,1081872694,49.63,1236365985,2,1.53E+18
4750,0,-4541460.24,-36779.06721,4293971841,6770,10000,2147178649,-4541460.24,-2146793192,-1074433804,-1562108,1049222367,49.89,1233204630,1,1.52E+18
4751,1,-16406626.44,-231006.752,4294765617,6771,10000,2147392786,-16406626.44,-2147372831,-1103535952,-23774119,1072102666,50.08,1244934260,1,1.55E+18
4752,2,2784649.052,-100971.231,4294102107,6772,10000,2146958257,2784649.052,-2147143850,-1068152807,-8455817,1078904899,49.83,1240995263,1,1.54E+18
4753,3,8747232.534,91041.41704,4293965463,6773,10000,2147346550,8747232.534,-2146618913,-1052305249,11136281.5,1070507527,49.49,1229922711,1,1.51E+18
4754,4,-18341559.74,-265116.6832,4293750127,6774,10000,2146293121,-18341559.74,-2147457006,-1100182009,-21984961.5,1056518014,49.66,1239812343,1,1.54E+18
4755,5,6614792.278,122068.8561,4294276745,6775,10000,2147282028,6614792.278,-2146994717,-1052762135,15427545,1064534090,49.94,1231152731,1,1.52E+18
4756,6,-1792236.169,-167615.7427,4294356837,6776,10000,2147311014,-1792236.169,-2147045823,-1100553229,-6759182.5,1093579324,49.87,1252444374,1,1.57E+18
4757,7,-2024860.242,-102955.4649,4293782954,6778,10000,2146824754,-2024860.242,-2146958200,-1095499309,1754965.5,1088216617,50.2,1250588024,1,1.56E+18
4758,8,-7271129.396,42844.54505,4294662133,6779,10000,2147405318,-7271129.396,-2147256815,-1091295607,-17887122.5,1062685354,49.53,1240314458,2,1.54E+18
4759,9,16889536.2,39372.88409,4294386778,6782,10000,2147471774,16889536.2,-2146915004,-1058940024,13181351,1097744035,49.88,1239534448,2,1.54E+18
4760,0,9817161.782,-241895.8563,4294888396,6785,10000,2147432570,9817161.782,-2147455826,-1081961442,26523393,1095490039,50.01,1243376759,1,1.55E+18
4761,1,-4864164.486,-65817.49075,4294725545,6786,10000,2147356374,-4864164.486,-2147369171,-1079245247,-7829015.5,1054537471,49.76,1230928590,1,1.52E+18
4762,2,-13553417.69,-1434.409241,4294234792,6787,10000,2147302079,-13553417.69,-2146932713,-1096628696,-12790165,1065464838,49.85,1241762815,2,1.54E+18
4763,3,-609971.7231,247091.136,4294818349,6789,10000,2147442622,-609971.7231,-2147375727,-1077903009,7169500,1063023453,50.02,1239483320,2,1.54E+18
4764,4,-3167681.371,-120523.5232,4294105097,6791,10000,2147148279,-3167681.371,-2146956818,-1078227127,-5134372.5,1081559800,50.01,1247656511,1,1.56E+18
4765,5,9423481.507,-192729.2127,4293760818,6792,10000,2146843020,9423481.507,-2146917798,-1062815218,11060536.5,1094958176,49.31,1243995812,1,1.55E+18
4766,6,1310114.684,-312003.4998,4293930036,6793,10000,2147226070,1310114.684,-2146703966,-1067784482,16466535,1070225988,49.79,1238489510,1,1.53E+18
4767,7,-7778499.324,159200.0251,4292825752,6795,10000,2147318394,-7778499.324,-2145507358,-1110906815,-17323758,1083018526,49.88,1248859231,2,1.56E+18
4768,8,-7944319.481,29439.26823,4294468423,6796,10000,2147479386,-7944319.481,-2146989037,-1080991956,9612457,1047199878,49.64,1235308358,1,1.53E+18
4769,9,-10777927.16,56773.33373,4294153763,6797,10000,2146761868,-10777927.16,-2147391895,-1096976010,-1380610,1062559265,50.05,1247484889,2,1.56E+18
4770,0,11257376.36,-32510.67117,4293866661,6798,10000,2146724490,11257376.36,-2147142171,-1052404279,4568932,1084764233,50.12,1236718014,1,1.53E+18
4771,1,-11792853.29,-298935.598,4294294023,6799,10000,2147110120,-11792853.29,-2147183903,-1083401713,-33300451,1062801456,49.93,1239531660,1,1.54E+18
